-1776	-416	-189	-1	-146	0	0	3	-146	0
-2240	-320	-173	-1	25	0	0	3	25	0
-2192	16	-173	-2	27	0	0	5	27	0
-2224	992	-173	0	-102	0	0	0	-102	0
-2464	288	-173	0	-73	0	0	-1	-73	0
-2640	-160	-173	0	-44	0	0	1	-44	0
-1776	-416	-189	-2	-152	0	0	7	-152	0
-1524	212	-173	-3	132	0	0	9	132	0
-2071	-996	-165	-2	-142	0	0	5	-142	0
-1899	-1460	-125	-3	-85	0	0	10	-85	0
-2272	-2016	63	-7	-70	0	0	21	-70	0
-2624	-2624	-29	-4	51	0	0	13	51	0
-2365	-2042	-125	-2	-43	0	0	6	-43	0
-2177	-2676	-125	0	-4	0	0	-1	-4	0
-1346	-2872	-125	-2	157	0	0	7	157	0
-896	-2134	-19	-9	-161	0	0	28	-161	0
-810	-1766	11	-8	-42	0	0	24	-42	0
-416	-1431	-53	-2	-8	0	0	6	-8	0
-528	-298	-61	-1	-2	0	0	3	-2	0
189	-299	59	-4	-133	0	0	11	-133	0
240	-496	-53	-2	53	0	0	6	53	0
964	-49	-53	0	-92	0	0	-1	-92	0
570	-535	-53	-2	-66	0	0	6	-66	0
967	-1150	59	-5	120	0	0	14	120	0
848	-1324	-5	-5	-165	0	0	14	-165	0
-521	-1343	-94	-1	12	0	0	3	12	0
-373	-1066	11	-3	133	0	0	10	133	0
-639	-1654	51	-5	126	0	0	16	126	0
-1497	-1719	11	-3	-46	0	0	10	-46	0
-1189	-999	11	-4	-129	0	0	12	-129	0
-1456	-688	-157	-6	136	0	0	19	136	0
-1470	-126	-173	-1	54	0	0	4	54	0
-1163	988	-165	-2	-52	0	0	6	-52	0
-904	230	-173	-1	2	0	0	4	2	0
-181	385	-109	-4	-125	0	0	11	-125	0
72	-32	-53	-2	-123	0	0	7	-123	0
1040	-1120	-53	-2	86	0	0	6	86	0
1467	-660	-53	-2	-135	0	0	5	-135	0
-16	-896	-53	-1	88	0	0	4	88	0
-560	-896	43	-3	141	0	0	9	141	0
-903	-560	-173	-1	155	0	0	4	155	0
-1466	366	-125	-3	-60	0	0	9	-60	0
-2635	-634	-125	-6	31	0	0	17	31	0
-2304	-1504	-29	-5	-139	0	0	16	-139	0
-1648	-2064	-125	-2	-50	0	0	6	-50	0
-1210	-1626	-125	-4	124	0	0	12	124	0
-1189	-1424	-125	-2	134	0	0	5	134	0
-891	-1657	-119	-2	120	0	0	6	120	0
-528	-464	3	-4	-9	0	0	12	-9	0
-384	656	-114	-3	179	0	0	10	179	0
-1328	576	-173	-1	152	0	0	3	152	0
-1920	688	-173	-2	-137	0	0	5	-137	0
-2456	992	-173	-3	-76	0	0	9	-76	0
-2272	-416	-189	0	-116	0	0	0	-116	0
-1296	-288	-45	-5	-44	0	0	15	-44	0
-1712	-352	-189	-2	-45	0	0	6	-45	0
-1695	-1102	-53	-3	44	0	0	10	44	0
-1328	-2368	-125	-1	129	0	0	3	129	0
-984	-2480	-125	-2	88	0	0	6	88	0
-464	-2048	-53	-3	141	0	0	9	141	0

